Cell,Cycle,Test,t_cyc,t_mean,t_median,T_peak,T_min,T_mean,T_median,V_mean,V_std,V_median,V_min,q_mean,q_median,q_final,dT,dT_by_dt,t_to_4.0_V,t_to_3.8_V,t_to_3.5_V,Initial_V_slope,3.8-3.5_V_slope,dq_dV_peak_height,dq_dV_peak_voltage,cycle_energy_wh,V_at_300mAh,VTI,Knee_Cycle,Total_Life_Cycles,Pct_Lifespan_Reached,Is_Aged
1,0,C1dc,60.10550245642662,30.058329791649392,30.058332905173305,41.174809,39.901646,40.419339924334814,40.28857,3.7350762212583146,0.2454223489746735,3.748474,2.6998193,-369.627798413657,-369.6295355378775,-739.1109210621779,1.2731630000000038,0.035483902635577505,8.616666533052921,23.26666636392474,50.716666001826525,-0.2953516166286754,-0.01092602200205075,11065.528591869726,3.7357218,0.7483833000586706,3.7898989,224.51499001760118,8100,8200,98.8,False
1,100,C1dc,59.392400812357664,29.69996157832454,29.69996362924576,41.124866,39.801758,40.327115104347826,40.176216,3.7356805096774193,0.24497231462454766,3.7486746,2.6998594,-365.1730859573046,-365.1881156272413,-730.1929494056872,1.3231079999999977,0.0358402740468873,8.533322922885418,23.116638343781236,50.299938563257456,-0.3019681192414146,-0.011037648025717954,13432.371085402536,3.7286239,0.7396120833998416,3.7885756,221.8836250199525,8100,8200,98.8,False
1,200,C1dc,59.035678915679455,29.524953782350313,29.524957789108157,41.1124,39.814266,40.32729758465011,40.176216,3.73642431721219,0.24446784017246032,3.7492962,2.7000198,-362.98137358871566,-362.99492302409027,-725.7467375962049,1.2981339999999975,0.03381137001855529,8.48332118242979,23.066633753478527,50.09992841631174,-0.30376961995278196,-0.011109623313646564,10269.484525097481,3.731431,0.7353397335027568,3.7880142,220.601920050827,8100,8200,98.8,False
1,300,C1dc,58.80106274038553,29.40832860266035,29.40833299420774,41.124866,39.789291,40.32204489546742,40.16375,3.736473817903683,0.24392653238937942,3.74921975,2.6999636,-361.5061763370655,-361.50547574135163,-722.8431973239306,1.3355749999999986,0.03551260446093336,8.416666612029076,22.99999980255961,49.91666615009308,-0.3067801211415801,-0.01115051000113583,9146.166946077317,3.7261615,0.7324321108541552,3.7875168,219.72963325624653,8100,8200,98.8,False
1,400,C1dc,58.43149524182081,29.216630469873817,29.216630905866623,41.124866,39.789291,40.314725823210715,40.16375,3.7376955802965495,0.24278182573495605,3.749661,2.7001641,-359.21036095040944,-359.2154832525821,-718.3668958430143,1.3355749999999986,0.03720093719072817,8.366656489670277,22.966638654470444,49.73327262327075,-0.30256061947536445,-0.01120398875474138,10371.649425962598,3.7279661,0.7280193877367901,3.786875,218.405816321037,8100,8200,98.8,False
1,500,C1dc,58.161890152841806,29.083290412041364,29.08329175785184,41.124866,39.801758,40.334303672300194,40.16375,3.738026414981381,0.24243393745149117,3.750102,2.6998432,-357.54672081062785,-357.5683541862573,-714.9787006955092,1.3231079999999977,0.03687929688327604,8.31665474921465,22.883300576359037,49.583262372761965,-0.3097846223279789,-0.011236955463196533,6163.53339111748,3.7279661,0.7247346234043075,3.7867148,217.42038702129224,8100,8200,98.8,False
1,600,C1dc,57.898347191512585,28.94995821705289,28.94995864480734,41.087425,39.776787,40.30517850503597,40.151283,3.738322718618705,0.24189698920553873,3.7501421,2.6999636,-355.8414195591325,-355.8581209768727,-711.6204053941345,1.3106380000000044,0.03746544791466409,8.24998827651143,22.849967423826456,49.399929363280535,-0.308583121853544,-0.011295366212122068,7618.134590188317,3.715775,0.721497300398855,3.7862735,216.44919011965646,8100,8200,98.8,False
1,700,C1dc,57.55991594865918,28.783331024922788,28.78333294764161,41.174809,39.814266,40.360408641968164,40.188721,3.738288945151954,0.24149693600871136,3.7501023,2.7002044,-354.80051000999725,-354.8000840115424,-709.5321170323996,1.3605429999999998,0.03465343886552022,8.149999883025885,22.71666632965207,49.1666660271585,-0.31098612280244037,-0.01134256943790027,6924.825171420178,3.7296104,0.7172914608889551,3.785552,215.18743826668654,8100,8200,98.8,False
1,800,C1dc,57.26020658388734,28.633296442534345,28.633298221975565,41.174809,39.801758,40.378438329938895,40.201187,3.7388838780622637,0.2410302636032597,3.7505434,2.7002444,-352.9703556018743,-352.9739532177514,-705.8480111354505,1.3730510000000038,0.037157131138083006,8.099990095943213,22.649972196668383,48.99994008243084,-0.3103869030557193,-0.011391996163216785,5666.2893241277625,3.7112439,0.7136691363413966,3.7846298,214.10074090241898,8100,8200,98.8,False
1,900,C1dc,56.99467174708843,28.49995769360515,28.499959241598845,41.212246,39.8517,40.38455092692195,40.201187,3.7392403858520904,0.24048147529793065,3.7506237,2.700084,-351.3161534435464,-351.3253680305617,-702.5449768529222,1.3605459999999994,0.03742964291840927,8.016655202955008,22.583301030099392,48.84993016719818,-0.3188101258920006,-0.011429715202102678,10419.117864323043,3.7259212,0.7104236004785679,3.7842689,213.12708014357034,8100,8200,98.8,False
1,1000,C1dc,56.74447897821665,28.374957887273165,28.37495950050652,41.174809,39.839233,40.363358755137995,40.188721,3.7395246271285965,0.2400017947957905,3.75060355,2.6999238,-349.75021213148625,-349.7597697552744,-699.4156477527364,1.3355760000000032,0.03692477554568525,7.966655306518078,22.54996787756681,48.69993047788739,-0.31880412588961443,-0.01146649795719452,6395.750733197882,3.7118454,0.707359624391821,3.7836673,212.2078873175463,8100,8200,98.8,False
1,1100,C1dc,56.490587778389454,28.250214355162544,28.250217251479626,41.262188,39.876675,40.43320337776467,40.276104,3.7398517625184313,0.2396510721245257,3.7507839,2.6998034,-348.2056294764755,-348.2114582069075,-696.2835912151658,1.385513000000003,0.047010092212753894,7.883394006639719,22.48350625857711,48.55037335306406,-0.3218121994186285,-0.011500290855071772,4977.733696390107,3.7181413,0.7042717408200324,3.7830658,211.28152224600973,8100,8200,98.8,False
1,1200,C1dc,56.24678906053305,28.125215147812828,28.125216169282794,41.212246,39.8517,40.39325026984597,40.226158,3.7402309427428913,0.23889305820458767,3.75094435,2.6999238,-346.6551949649976,-346.65789398779134,-693.2672854322545,1.3605459999999994,0.04190492086992071,7.816726695746183,22.40017220377922,48.41703889891505,-0.32722716070797697,-0.01152942448892514,7147.841025094427,3.7225525,0.7012821541418023,3.7824643,210.38464624254067,8100,8200,98.8,False
1,1300,C1dc,56.01091409102082,28.008546862487528,28.008548710495234,41.187275,39.876675,40.39081635336109,40.213692,3.7403440400654375,0.23851040313061533,3.7508843,2.7000439,-345.21966991704335,-345.22244118579613,-690.3687943593548,1.3106000000000009,0.03796207571978639,7.750059552490711,22.33350506052375,48.26703786849976,-0.3320331263509306,-0.011568015133971009,4585.470328339907,3.7161362,0.6983712859749432,3.7816222,209.51138579248297,8100,8200,98.8,False
1,1400,C1dc,55.78855510801077,27.90033900334421,27.90034269914031,41.19978,39.864166,40.383829926246634,40.201187,3.7404744912809793,0.238269654298342,3.7509444,2.6999638,-343.8807041597712,-343.8818431732822,-687.6192406848993,1.3356139999999996,0.04086752084343974,7.683427780866623,22.26694017648697,48.150591272860765,-0.32902849309956567,-0.011588467285482046,6066.439348412759,3.7281268,0.6956438806131475,3.7809002,208.6931641839442,8100,8200,98.8,False
